,rnd0
1006,734
1007,965
1008,1313
1009,671
1010,1292
1011,1247
1012,385
1013,117
1014,789
1015,1222
1016,699
1017,16
1018,1088
1019,1415
1020,369
1021,568
1022,1249
1023,36
1024,283
1025,730
1026,1027
1027,272
1028,89
1029,404
1030,533
1031,364
1032,397
1033,1381
1034,345
1035,493
1036,853
1037,68
1038,1000
1039,1040
1040,105
1041,473
1042,1205
1043,426
1044,1343
1045,1148
1046,141
1047,197
1048,402
1049,535
1050,343
1051,1409
1052,1431
1053,458
1054,625
1055,1156
1056,337
1057,1188
1058,1109
1059,451
1060,78
1061,809
1062,166
1063,1461
1064,847
1065,579
1066,20
1067,916
1068,47
1069,35
1070,820
1071,1094
1072,869
1073,276
1074,438
1075,877
1076,708
1077,1330
1078,357
1079,578
1080,1130
1081,1434
1082,329
1083,875
1084,1058
1085,841
1086,277
1087,642
1088,561
1089,360
1090,934
1091,27
1092,644
1093,1356
1094,825
1095,880
1096,1459
1097,852
1098,1076
1099,1283
1100,247
1101,183
1102,1383
1103,1209
1104,930
1105,1274
1106,1233
1107,1365
1108,156
1109,873
1110,222
1111,618
1112,88
1113,430
1114,469
1115,153
1116,751
1117,358
1118,1118
1119,12
1120,944
1121,1199
1122,981
1123,1123
1124,615
1125,783
1126,811
1127,665
1128,723
1129,929
1130,1263
1131,896
1132,886
1133,1388
1134,1213
1135,134
1136,392
1137,61
1138,310
1139,955
1140,40
1141,1301
1142,1036
1143,33
1144,778
1145,1352
1146,736
1147,161
1148,452
1149,774
1150,424
1151,1488
1152,331
1153,872
1154,739
1155,666
1156,1225
1157,1129
1158,604
1159,657
1160,1039
1161,1360
1162,747
1163,1473
1164,200
1165,851
1166,291
1167,443
1168,286
1169,871
1170,910
1171,912
1172,160
1173,437
1174,630
1175,287
1176,858
1177,1366
1178,1258
1179,1346
1180,555
1181,1132
1182,101
1183,742
1184,534
1185,1072
1186,140
1187,372
1188,771
1189,356
1190,269
1191,573
1192,1304
1193,832
1194,245
1195,1117
1196,570
1197,157
1198,181
1199,122
1200,1471
1201,1169
1202,327
1203,949
1204,1143
1205,1046
1206,824
1207,1110
1208,626
1209,1464
1210,320
1211,749
1212,697
1213,436
1214,857
1215,1051
1216,202
1217,390
1218,81
1219,703
1220,413
1221,590
1222,77
1223,655
1224,695
1225,334
1226,1104
1227,467
1228,319
1229,997
1230,67
1231,878
1232,1219
1233,44
1234,151
1235,629
1236,1234
1237,513
1238,822
1239,843
1240,130
1241,941
1242,1055
1243,516
1244,1318
1245,1453
1246,1187
1247,1146
1248,1372
1249,964
1250,1131
1251,234
1252,9
1253,1147
1254,692
1255,224
1256,653
1257,1323
1258,633
1259,1230
1260,1452
1261,457
1262,1017
1263,1065
1264,1267
1265,255
1266,775
1267,662
1268,312
1269,380
1270,992
1271,1460
1272,239
1273,1006
1274,616
1275,1105
1276,1373
1277,951
1278,1416
1279,1458
1280,59
1281,1084
1282,861
1283,1341
1284,1009
1285,296
1286,768
1287,542
1288,639
1289,1246
1290,794
1291,210
1292,288
1293,690
1294,476
1295,1087
1296,1467
1297,45
1298,1490
1299,1364
1300,1100
1301,1392
1302,1357
1303,651
1304,762
1305,1179
1306,645
1307,899
1308,716
1309,1002
1310,1350
1311,414
1312,273
1313,295
1314,1223
1315,766
1316,1014
1317,1018
1318,1057
1319,482
1320,1338
1321,983
1322,743
1323,1149
1324,56
1325,1180
1326,1308
1327,1441
1328,428
1329,1020
1330,902
1331,1259
1332,492
1333,52
1334,1324
1335,599
1336,784
1337,264
1338,116
1339,1192
1340,318
1341,131
1342,1310
1343,925
1344,65
1345,999
1346,1196
1347,600
1348,374
1349,1337
1350,793
1351,478
1352,485
1353,1
1354,609
1355,1005
1356,732
1357,346
1358,1417
1359,923
1360,1482
1361,1210
1362,1327
1363,218
1364,185
1365,1447
1366,91
1367,342
1368,230
1369,971
1370,1134
1371,220
1372,592
1373,849
1374,547
1375,836
1376,394
1377,950
1378,171
1379,1480
1380,249
1381,115
1382,1064
1383,552
1384,429
1385,206
1386,584
1387,512
1388,989
1389,120
1390,1245
1391,1238
1392,1212
1393,1140
1394,285
1395,243
1396,379
1397,449
1398,62
1399,483
1400,765
1401,1256
1402,26
1403,1463
1404,855
1405,505
1406,271
1407,1189
1408,1289
1409,420
1410,1167
1411,1432
1412,709
1413,545
1414,55
1415,73
1416,29
1417,1395
1418,128
1419,1141
1420,1003
1421,3
1422,613
1423,1291
1424,474
1425,1443
1426,773
1427,1408
1428,241
1429,531
1430,523
1431,298
1432,302
1433,1235
1434,97
1435,837
1436,676
1437,1208
1438,1026
1439,441
1440,571
1441,887
1442,196
1443,799
1444,838
1445,520
1446,1184
1447,1120
1448,407
1449,848
1450,1028
1451,631
1452,660
1453,168
1454,1255
1455,632
1456,686
1457,386
1458,1191
1459,289
1460,238
1461,860
1462,842
1463,242
1464,588
1465,975
1466,227
1467,281
1468,1414
1469,1405
1470,652
1471,1226
1472,172
1473,943
1474,719
1475,1136
1476,18
1477,335
1478,102
1479,1340
1480,355
1481,1379
1482,30
1483,776
1484,936
1485,760
1486,974
1487,580
1488,231
1489,918
1490,705
