,rnd0
346,338
347,91
348,1758
349,996
350,1564
351,65
352,103
353,580
354,936
355,1077
356,721
357,1509
358,898
359,1254
360,588
361,767
362,851
363,1285
364,1217
365,1280
366,1042
367,1306
368,1671
369,316
370,1517
371,1700
372,650
373,459
374,1224
375,1582
376,1284
377,1159
378,647
379,1683
380,653
381,54
382,10
383,362
384,1483
385,126
386,1619
387,1495
388,1417
389,1518
390,1655
391,933
392,938
393,559
394,1001
395,1397
396,205
397,639
398,482
399,1264
400,1373
401,1189
402,747
403,1500
404,857
405,794
406,437
407,1471
408,1488
409,477
410,820
411,1541
412,1403
413,295
414,1613
415,981
416,1519
417,99
418,1656
419,1441
420,1631
421,1762
422,1570
423,949
424,944
425,139
426,354
427,1364
428,1222
429,555
430,581
431,1442
432,838
433,913
434,285
435,243
436,195
437,1496
438,1368
439,68
440,670
441,1423
442,458
443,1080
444,398
445,1421
446,55
447,1687
448,1198
449,499
450,1231
451,83
452,1191
453,669
454,184
455,1751
456,1196
457,1249
458,530
459,1207
460,1596
461,1466
462,253
463,1465
464,1233
465,1360
466,951
467,1416
468,957
469,1578
470,1548
471,121
472,335
473,1076
474,646
475,188
476,292
477,1379
478,960
479,392
480,16
481,1144
482,28
483,1527
484,1108
485,1561
486,1335
487,1653
488,754
489,1035
490,1308
491,1543
492,744
493,64
494,674
495,1644
496,145
497,958
498,495
499,39
500,1078
501,1681
502,391
503,333
504,1050
505,1560
506,1014
507,1533
508,379
509,950
510,1538
511,541
512,410
513,228
514,614
515,90
516,1330
517,431
518,1708
519,40
520,547
521,839
522,680
523,1065
524,247
525,263
526,192
527,965
528,1408
529,450
530,982
531,655
532,1173
533,1134
534,652
535,399
536,1706
537,131
538,517
539,779
540,924
541,914
542,1701
543,823
544,497
545,514
546,234
547,1339
548,49
549,1574
550,490
551,264
552,81
553,174
554,6
555,1202
556,890
557,1024
558,589
559,400
560,585
561,1085
562,675
563,920
564,846
565,764
566,697
567,523
568,1409
569,790
570,341
571,47
572,768
573,1748
574,707
575,241
576,1331
577,1345
578,1642
579,1277
580,1171
581,1695
582,1359
583,363
584,407
585,324
586,439
587,182
588,594
589,1605
590,855
591,984
592,426
593,51
594,1119
595,1295
596,666
597,294
598,342
599,871
600,323
601,1447
602,278
603,516
604,961
605,990
606,435
607,467
608,369
609,1524
610,758
611,1279
612,1084
613,1612
614,1425
615,522
616,390
617,1740
618,46
619,986
620,1347
621,799
622,1453
623,840
624,67
625,358
626,478
627,682
628,1424
629,1752
630,457
631,1253
632,1172
633,213
634,1391
635,359
636,1121
637,1556
638,1557
639,1626
640,1109
641,689
642,44
643,1377
644,1736
645,1572
646,434
647,118
648,325
649,1728
650,1431
651,1672
652,1087
653,1297
654,236
655,565
656,1040
657,1754
658,780
659,810
660,94
661,1163
662,714
663,1621
664,20
665,1569
666,849
667,1472
668,1723
669,664
670,1174
671,985
672,930
673,1433
674,314
675,265
676,1490
677,1374
678,87
679,638
680,870
681,306
682,1616
683,1716
684,831
685,453
686,1170
687,549
688,818
689,841
690,895
691,1761
692,934
693,209
694,217
695,1139
696,1627
697,1240
698,1229
699,1692
700,1399
701,882
702,953
703,1013
704,106
705,1393
706,1105
707,931
708,1068
709,587
710,537
711,448
712,1313
713,1680
714,1057
715,1707
716,786
717,114
718,733
719,966
720,393
721,635
722,441
723,1063
724,1753
725,1206
726,1462
727,282
728,979
729,1529
730,105
731,837
732,753
733,637
734,1684
735,1214
736,908
737,1411
738,315
739,634
740,1149
741,299
742,424
743,1012
744,777
745,1661
746,1553
747,1522
748,1019
749,177
750,476
751,191
752,111
753,1698
754,1226
755,718
756,372
757,270
758,789
759,597
760,732
761,808
762,749
763,1304
764,1136
765,1400
766,1535
767,303
768,1705
769,38
770,889
771,1343
772,1243
773,1458
774,731
775,504
776,1117
777,35
778,605
779,1315
780,422
781,130
782,1676
783,566
784,1537
785,1263
786,904
787,60
788,868
789,1510
790,153
791,976
792,296
793,1047
794,791
795,1566
796,1230
797,1438
798,78
799,212
800,863
801,471
802,480
803,446
804,695
805,1269
806,729
807,1590
808,575
809,465
810,660
811,1216
812,412
813,1332
814,579
815,233
816,1545
817,1581
818,160
819,1223
820,351
821,1054
822,1064
823,1370
824,1044
825,218
826,141
827,199
828,1757
829,1317
830,166
831,1367
832,1475
833,172
834,772
835,1588
836,1324
837,1089
838,725
839,1369
840,762
841,193
842,1385
843,649
844,440
845,266
846,1114
847,1507
848,29
849,433
850,1502
851,743
852,678
853,815
854,200
855,1300
856,1554
857,19
858,845
859,1622
860,1604
861,1579
862,544
863,1090
864,1514
865,1066
866,1212
867,844
868,923
869,1321
870,1053
871,1489
872,969
873,542
874,860
875,1020
876,202
877,269
878,1281
879,1480
880,706
881,712
882,1635
883,150
884,710
885,1685
886,891
887,409
888,464
889,1095
890,1555
891,1028
892,1167
893,1292
894,1112
895,1741
896,1178
897,0
898,1718
899,880
900,32
901,1508
902,828
903,1454
904,1476
905,189
906,3
907,770
908,676
909,1049
910,576
911,717
912,171
913,948
914,600
915,318
916,1646
917,1025
918,1426
919,835
920,651
921,385
922,1272
923,187
924,249
925,570
926,888
927,1316
928,1041
929,520
930,449
931,1384
932,1673
933,1350
934,1097
935,1589
936,1255
937,939
938,741
939,254
940,1704
941,862
942,206
943,1693
944,344
945,42
946,502
947,1419
948,672
949,1428
950,557
951,560
952,583
953,1003
954,406
955,492
956,74
957,365
958,1665
959,378
960,1247
961,663
962,1445
963,812
964,1190
965,1220
966,1415
967,259
968,540
969,1238
970,648
971,320
972,582
973,1086
974,1271
975,1487
976,76
977,661
978,785
979,1624
980,1038
981,1664
982,158
983,350
984,179
985,418
986,608
987,742
988,308
989,224
990,1154
991,466
992,1675
993,829
994,454
995,496
996,11
997,1602
998,101
999,885
1000,291
1001,803
1002,1274
1003,268
1004,997
1005,1647
1006,337
1007,1361
1008,623
1009,1133
1010,602
1011,394
1012,554
1013,1593
1014,9
1015,79
1016,802
1017,1620
1018,1081
1019,157
1020,1186
1021,135
1022,486
1023,1131
1024,142
1025,1002
1026,1407
1027,553
1028,63
1029,994
1030,781
1031,414
1032,1055
1033,328
1034,1727
1035,69
1036,1430
1037,901
1038,1275
1039,297
1040,728
1041,1150
1042,1135
1043,1036
1044,163
1045,1118
1046,140
1047,1643
1048,272
1049,925
1050,36
1051,136
1052,584
1053,1394
1054,1745
1055,568
1056,896
1057,1629
1058,1083
1059,178
1060,1147
1061,1427
1062,70
1063,1268
1064,1550
1065,57
1066,1352
1067,1434
1068,290
1069,902
1070,248
1071,999
1072,606
1073,662
1074,796
1075,825
1076,1070
1077,1677
1078,436
1079,1101
1080,168
1081,339
1082,300
1083,1210
1084,1609
1085,447
1086,628
1087,1733
1088,1071
1089,1010
1090,991
1091,1396
1092,154
1093,262
1094,1654
1095,561
1096,1337
1097,1287
1098,152
1099,1530
1100,983
1101,164
1102,305
1103,788
1104,867
1105,123
1106,773
1107,1334
1108,100
1109,23
1110,279
1111,1413
1112,1375
1113,1702
1114,386
1115,1211
1116,621
1117,1625
1118,872
1119,1199
1120,1302
1121,1030
1122,848
1123,598
1124,252
1125,1194
1126,137
1127,1497
1128,1100
1129,1106
1130,261
1131,616
1132,165
1133,1218
1134,577
1135,659
1136,657
1137,1298
1138,691
1139,1164
1140,1301
1141,421
1142,18
1143,1034
1144,1575
1145,1237
1146,491
1147,1366
1148,108
1149,1540
1150,429
1151,692
1152,510
1153,326
1154,1208
1155,222
1156,929
1157,239
1158,210
1159,1493
1160,1429
1161,461
1162,1479
1163,381
1164,1246
1165,656
1166,1663
1167,1446
1168,226
1169,1603
1170,883
1171,417
1172,511
1173,601
1174,624
1175,474
1176,334
1177,1357
1178,284
1179,1382
1180,736
1181,1184
1182,380
1183,473
1184,1710
1185,1132
1186,1145
1187,176
1188,120
1189,1273
1190,792
1191,26
1192,1712
1193,147
1194,1440
1195,1584
1196,734
1197,1756
1198,1307
1199,615
1200,1069
1201,613
1202,1022
1203,824
1204,1193
1205,1221
1206,1668
1207,331
1208,1722
1209,694
1210,280
1211,1116
1212,1742
1213,443
1214,595
1215,85
1216,1059
1217,1436
1218,115
1219,1633
1220,800
1221,1669
1222,884
1223,1641
1224,1636
1225,1180
1226,1348
1227,1607
1228,353
1229,444
1230,563
1231,1470
1232,998
1233,1573
1234,125
1235,531
1236,1734
1237,1282
1238,1258
1239,1638
1240,405
1241,1477
1242,1558
1243,1435
1244,221
1245,489
1246,1156
1247,1649
1248,1721
1249,321
1250,1473
1251,1531
1252,778
1253,256
1254,850
1255,644
1256,1591
1257,627
1258,574
1259,1286
1260,1498
1261,220
1262,1743
1263,223
1264,797
1265,1412
1266,71
1267,521
1268,1328
1269,89
1270,916
1271,830
1272,96
1273,1576
1274,567
1275,246
1276,347
1277,110
1278,133
1279,1398
1280,836
1281,72
1282,1137
1283,329
1284,322
1285,1363
1286,1290
1287,1267
1288,312
1289,438
1290,425
1291,413
1292,180
1293,927
1294,481
1295,403
1296,245
1297,1739
1298,95
1299,1011
1300,525
1301,73
1302,1362
1303,899
1304,1759
1305,1534
1306,368
1307,679
1308,1251
1309,231
1310,1327
1311,138
1312,1568
1313,1699
1314,1165
1315,620
1316,545
1317,548
1318,536
1319,232
1320,155
1321,569
1322,636
1323,1614
1324,416
1325,31
1326,229
1327,1737
1328,1293
1329,109
1330,66
1331,858
1332,143
1333,404
1334,1322
1335,1098
1336,578
1337,906
1338,703
1339,167
1340,216
1341,763
1342,911
1343,719
1344,1499
1345,940
1346,626
1347,1516
1348,1724
1349,1468
1350,1311
1351,519
1352,1052
1353,972
1354,645
1355,1658
1356,1182
1357,1209
1358,1608
1359,1617
1360,1686
1361,1000
1362,1492
1363,941
1364,993
1365,387
1366,1747
1367,1107
1368,1037
1369,1213
1370,1651
1371,475
1372,346
1373,420
1374,1152
1375,746
1376,975
1377,336
1378,1245
1379,1289
1380,1333
1381,1344
1382,1262
1383,1571
1384,348
1385,1390
1386,162
1387,207
1388,1320
1389,1439
1390,571
1391,1632
1392,1459
1393,373
1394,1552
1395,1096
1396,281
1397,919
1398,1760
1399,1175
1400,1158
1401,1291
1402,1142
1403,181
1404,696
1405,1270
1406,238
1407,1563
1408,629
1409,619
1410,1697
1411,1491
1412,1309
1413,1585
1414,27
1415,1082
1416,900
1417,86
1418,488
1419,1051
1420,343
1421,1140
1422,24
1423,56
1424,1266
1425,783
1426,251
1427,309
1428,610
1429,804
1430,1276
1431,119
1432,1201
1433,487
1434,225
1435,503
1436,593
1437,755
1438,1599
1439,1329
1440,543
1441,668
1442,374
1443,1200
1444,1657
1445,735
1446,1595
1447,681
1448,684
1449,526
1450,1640
1451,518
1452,360
1453,905
1454,943
1455,80
1456,355
1457,203
1458,1046
1459,947
1460,219
1461,937
1462,148
1463,1239
1464,1155
1465,267
1466,30
1467,1234
1468,273
1469,609
1470,861
1471,1735
1472,117
1473,833
1474,702
1475,1162
1476,1383
1477,1597
1478,1486
1479,1018
1480,1341
1481,864
1482,1227
1483,1192
1484,685
1485,539
1486,775
1487,1015
1488,1122
1489,59
1490,1481
1491,1235
1492,1678
1493,1577
1494,1679
1495,1410
1496,1506
1497,383
1498,1523
1499,1703
1500,1004
1501,1586
1502,1
1503,622
1504,4
1505,1232
1506,214
1507,1033
1508,112
1509,1645
1510,832
1511,677
1512,995
1513,1456
1514,1536
1515,874
1516,432
1517,558
1518,1444
1519,1694
1520,903
1521,564
1522,723
1523,1371
1524,550
1525,932
1526,1079
1527,395
1528,1457
1529,317
1530,1738
1531,173
1532,1215
1533,452
1534,834
1535,1138
1536,1123
1537,572
1538,1318
1539,366
1540,113
1541,1503
1542,1176
1543,716
1544,1749
1545,1288
1546,183
1547,1392
1548,843
1549,1515
1550,1358
1551,879
1552,1088
1553,194
1554,1157
1555,134
1556,1340
1557,1731
1558,1388
1559,170
1560,1406
1561,1565
1562,1310
1563,698
1564,693
1565,847
1566,1611
1567,1323
1568,774
1569,551
1570,161
1571,673
1572,1376
1573,1336
1574,766
1575,415
1576,1319
1577,1023
1578,793
1579,361
1580,1365
1581,1547
1582,1567
1583,1228
1584,88
1585,430
1586,1587
1587,1092
1588,1355
1589,1225
1590,739
1591,727
1592,62
1593,1045
1594,382
1595,556
1596,1185
1597,53
1598,1461
1599,752
1600,759
1601,1124
1602,1278
1603,144
1604,276
1605,201
1606,1252
1607,705
1608,740
1609,1326
1610,1744
1611,1303
1612,427
1613,494
1614,371
1615,451
1616,48
1617,1197
1618,1296
1619,198
1620,1006
1621,1451
1622,807
1623,1750
1624,260
1625,715
1626,1729
1627,1125
1628,21
1629,611
1630,631
1631,1652
1632,617
1633,942
1634,1637
1635,909
1636,917
1637,1659
1638,493
1639,1634
1640,1203
1641,8
1642,13
1643,1008
1644,1056
1645,283
1646,367
1647,1250
1648,1650
1649,963
1650,798
1651,1060
1652,462
1653,1219
1654,1688
1655,962
1656,1455
1657,1559
1658,1525
1659,211
1660,967
1661,1241
1662,1016
1663,146
1664,756
1665,1378
1666,1181
1667,701
1668,255
1669,319
1670,1583
1671,423
1672,1283
1673,277
1674,45
1675,156
1676,1294
1677,978
1678,419
1679,1717
1680,750
1681,878
1682,244
1683,1720
1684,801
1685,757
1686,124
1687,711
1688,472
1689,690
1690,1592
1691,93
1692,856
1693,1463
1694,468
1695,528
1696,612
1697,307
1698,1715
1699,1342
1700,886
1701,1093
1702,935
1703,508
1704,1381
1705,287
1706,5
1707,535
1708,1346
1709,813
1710,1005
1711,633
1712,275
1713,370
1714,1072
1715,1600
1716,618
1717,599
1718,1450
1719,43
1720,1670
1721,271
1722,1387
1723,859
1724,893
1725,235
1726,402
1727,806
1728,683
1729,107
1730,1660
1731,881
1732,922
1733,1623
1734,1618
1735,34
1736,726
1737,1464
1738,921
1739,784
1740,169
1741,1395
1742,854
1743,58
1744,892
1745,640
1746,1532
1747,389
1748,498
1749,500
1750,1143
1751,873
1752,1039
1753,1763
1754,688
1755,1606
1756,704
1757,1026
1758,1380
1759,1551
1760,821
1761,654
1762,973
1763,1667
